CO_CODE,CTU_NAME,SUMLEV,YEAR,DATASOURCE,DATASOURCE_DESC,SUBJECT_AREA,SUBJECT_AREA_DESC,SUBJECT_LEVEL,SUBJECT_LEVEL_DESC,DENOMINATOR_LEVEL_DESC,MEASURE,DENOMINATOR
123,Ramsey County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,66535,335627
123,Ramsey County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,25432,335627
123,Ramsey County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,80618,335627
123,Ramsey County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,51612,335627
123,Ramsey County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,34336,340533
123,Ramsey County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,76904,340533
123,Ramsey County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,66834,340533
123,Ramsey County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,27026,340533
123,Ramsey County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,82059,340533
123,Ramsey County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,53374,340533
123,Ramsey County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,34686,346106
123,Ramsey County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,75942,346106
123,Ramsey County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,67706,346106
123,Ramsey County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,28030,346106
123,Ramsey County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,84403,346106
123,Ramsey County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,55339,346106
139,Scott County,50,2010,ACS 2008-2010,American Community Survey 3Yr Summary File 2008-2010,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,4472,81057
139,Scott County,50,2010,ACS 2008-2010,American Community Survey 3Yr Summary File 2008-2010,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,20504,81057
139,Scott County,50,2010,ACS 2008-2010,American Community Survey 3Yr Summary File 2008-2010,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,17658,81057
139,Scott County,50,2010,ACS 2008-2010,American Community Survey 3Yr Summary File 2008-2010,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,8809,81057
139,Scott County,50,2010,ACS 2008-2010,American Community Survey 3Yr Summary File 2008-2010,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,21639,81057
139,Scott County,50,2010,ACS 2008-2010,American Community Survey 3Yr Summary File 2008-2010,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,7975,81057
139,Scott County,50,2010,ACS 2006-2010,American Community Survey 5Yr Summary File 2006-2010,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,4873,79509
139,Scott County,50,2010,ACS 2006-2010,American Community Survey 5Yr Summary File 2006-2010,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,19719,79509
139,Scott County,50,2010,ACS 2006-2010,American Community Survey 5Yr Summary File 2006-2010,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,17508,79509
139,Scott County,50,2010,ACS 2006-2010,American Community Survey 5Yr Summary File 2006-2010,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,8780,79509
139,Scott County,50,2010,ACS 2006-2010,American Community Survey 5Yr Summary File 2006-2010,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,21175,79509
139,Scott County,50,2010,ACS 2006-2010,American Community Survey 5Yr Summary File 2006-2010,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,7454,79509
139,Scott County,50,2011,ACS 2009-2011,American Community Survey 3Yr Summary File 2009-2011,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,4485,82663
139,Scott County,50,2011,ACS 2009-2011,American Community Survey 3Yr Summary File 2009-2011,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,20417,82663
139,Scott County,50,2011,ACS 2009-2011,American Community Survey 3Yr Summary File 2009-2011,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,18233,82663
139,Scott County,50,2011,ACS 2009-2011,American Community Survey 3Yr Summary File 2009-2011,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,8870,82663
139,Scott County,50,2011,ACS 2009-2011,American Community Survey 3Yr Summary File 2009-2011,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,22510,82663
139,Scott County,50,2011,ACS 2009-2011,American Community Survey 3Yr Summary File 2009-2011,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,8148,82663
139,Scott County,50,2011,ACS 2007-2011,American Community Survey 5Yr Summary File 2007-2011,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,4704,81167
139,Scott County,50,2011,ACS 2007-2011,American Community Survey 5Yr Summary File 2007-2011,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,19996,81167
139,Scott County,50,2011,ACS 2007-2011,American Community Survey 5Yr Summary File 2007-2011,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,18281,81167
139,Scott County,50,2011,ACS 2007-2011,American Community Survey 5Yr Summary File 2007-2011,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,8721,81167
139,Scott County,50,2011,ACS 2007-2011,American Community Survey 5Yr Summary File 2007-2011,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,21904,81167
139,Scott County,50,2011,ACS 2007-2011,American Community Survey 5Yr Summary File 2007-2011,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,7561,81167
139,Scott County,50,2012,ACS 2010-2012,American Community Survey 3Yr Summary File 2010-2012,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,4638,84519
139,Scott County,50,2012,ACS 2010-2012,American Community Survey 3Yr Summary File 2010-2012,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,20007,84519
139,Scott County,50,2012,ACS 2010-2012,American Community Survey 3Yr Summary File 2010-2012,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,18129,84519
139,Scott County,50,2012,ACS 2010-2012,American Community Survey 3Yr Summary File 2010-2012,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,8752,84519
139,Scott County,50,2012,ACS 2010-2012,American Community Survey 3Yr Summary File 2010-2012,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,24369,84519
139,Scott County,50,2012,ACS 2010-2012,American Community Survey 3Yr Summary File 2010-2012,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,8624,84519
139,Scott County,50,2012,ACS 2008-2012,American Community Survey 5Yr Summary File 2008-2012,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,4579,82721
139,Scott County,50,2012,ACS 2008-2012,American Community Survey 5Yr Summary File 2008-2012,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,20220,82721
139,Scott County,50,2012,ACS 2008-2012,American Community Survey 5Yr Summary File 2008-2012,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,18113,82721
139,Scott County,50,2012,ACS 2008-2012,American Community Survey 5Yr Summary File 2008-2012,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,8813,82721
139,Scott County,50,2012,ACS 2008-2012,American Community Survey 5Yr Summary File 2008-2012,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,22893,82721
139,Scott County,50,2012,ACS 2008-2012,American Community Survey 5Yr Summary File 2008-2012,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,8103,82721
139,Scott County,50,2013,ACS 2011-2013,American Community Survey 3Yr Summary File 2011-2013,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,4490,85966
139,Scott County,50,2013,ACS 2011-2013,American Community Survey 3Yr Summary File 2011-2013,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,19724,85966
139,Scott County,50,2013,ACS 2011-2013,American Community Survey 3Yr Summary File 2011-2013,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,18097,85966
139,Scott County,50,2013,ACS 2011-2013,American Community Survey 3Yr Summary File 2011-2013,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,10003,85966
139,Scott County,50,2013,ACS 2011-2013,American Community Survey 3Yr Summary File 2011-2013,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,25121,85966
139,Scott County,50,2013,ACS 2011-2013,American Community Survey 3Yr Summary File 2011-2013,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,8531,85966
139,Scott County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,4535,84317
139,Scott County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,20167,84317
139,Scott County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,18064,84317
139,Scott County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,9512,84317
139,Scott County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,23493,84317
139,Scott County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,8546,84317
139,Scott County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,4640,85951
139,Scott County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,20340,85951
139,Scott County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,18233,85951
139,Scott County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,9801,85951
139,Scott County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,24065,85951
139,Scott County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,8872,85951
139,Scott County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,4655,87575
139,Scott County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,20482,87575
139,Scott County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,18495,87575
139,Scott County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,10491,87575
139,Scott County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,24573,87575
139,Scott County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,8879,87575
163,Washington County,50,2010,ACS 2008-2010,American Community Survey 3Yr Summary File 2008-2010,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,6217,155104
163,Washington County,50,2010,ACS 2008-2010,American Community Survey 3Yr Summary File 2008-2010,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,36641,155104
163,Washington County,50,2010,ACS 2008-2010,American Community Survey 3Yr Summary File 2008-2010,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,33836,155104
163,Washington County,50,2010,ACS 2008-2010,American Community Survey 3Yr Summary File 2008-2010,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,15828,155104
163,Washington County,50,2010,ACS 2008-2010,American Community Survey 3Yr Summary File 2008-2010,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,42626,155104
163,Washington County,50,2010,ACS 2008-2010,American Community Survey 3Yr Summary File 2008-2010,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,19956,155104
163,Washington County,50,2010,ACS 2006-2010,American Community Survey 5Yr Summary File 2006-2010,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,6536,151939
163,Washington County,50,2010,ACS 2006-2010,American Community Survey 5Yr Summary File 2006-2010,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,35846,151939
163,Washington County,50,2010,ACS 2006-2010,American Community Survey 5Yr Summary File 2006-2010,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,34160,151939
163,Washington County,50,2010,ACS 2006-2010,American Community Survey 5Yr Summary File 2006-2010,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,14609,151939
163,Washington County,50,2010,ACS 2006-2010,American Community Survey 5Yr Summary File 2006-2010,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,41418,151939
163,Washington County,50,2010,ACS 2006-2010,American Community Survey 5Yr Summary File 2006-2010,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,19370,151939
163,Washington County,50,2011,ACS 2009-2011,American Community Survey 3Yr Summary File 2009-2011,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,6553,157955
163,Washington County,50,2011,ACS 2009-2011,American Community Survey 3Yr Summary File 2009-2011,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,37283,157955
163,Washington County,50,2011,ACS 2009-2011,American Community Survey 3Yr Summary File 2009-2011,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,33975,157955
163,Washington County,50,2011,ACS 2009-2011,American Community Survey 3Yr Summary File 2009-2011,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,16901,157955
163,Washington County,50,2011,ACS 2009-2011,American Community Survey 3Yr Summary File 2009-2011,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,42553,157955
163,Washington County,50,2011,ACS 2009-2011,American Community Survey 3Yr Summary File 2009-2011,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,20690,157955
163,Washington County,50,2011,ACS 2007-2011,American Community Survey 5Yr Summary File 2007-2011,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,6435,155103
163,Washington County,50,2011,ACS 2007-2011,American Community Survey 5Yr Summary File 2007-2011,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,36679,155103
163,Washington County,50,2011,ACS 2007-2011,American Community Survey 5Yr Summary File 2007-2011,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,34364,155103
163,Washington County,50,2011,ACS 2007-2011,American Community Survey 5Yr Summary File 2007-2011,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,15626,155103
163,Washington County,50,2011,ACS 2007-2011,American Community Survey 5Yr Summary File 2007-2011,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,41829,155103
163,Washington County,50,2011,ACS 2007-2011,American Community Survey 5Yr Summary File 2007-2011,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,20170,155103
163,Washington County,50,2012,ACS 2010-2012,American Community Survey 3Yr Summary File 2010-2012,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,6513,160650
163,Washington County,50,2012,ACS 2010-2012,American Community Survey 3Yr Summary File 2010-2012,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,36002,160650
163,Washington County,50,2012,ACS 2010-2012,American Community Survey 3Yr Summary File 2010-2012,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,34822,160650
163,Washington County,50,2012,ACS 2010-2012,American Community Survey 3Yr Summary File 2010-2012,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,17122,160650
163,Washington County,50,2012,ACS 2010-2012,American Community Survey 3Yr Summary File 2010-2012,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,44326,160650
163,Washington County,50,2012,ACS 2010-2012,American Community Survey 3Yr Summary File 2010-2012,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,21865,160650
163,Washington County,50,2012,ACS 2008-2012,American Community Survey 5Yr Summary File 2008-2012,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,6552,157894
163,Washington County,50,2012,ACS 2008-2012,American Community Survey 5Yr Summary File 2008-2012,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,36792,157894
163,Washington County,50,2012,ACS 2008-2012,American Community Survey 5Yr Summary File 2008-2012,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,34404,157894
163,Washington County,50,2012,ACS 2008-2012,American Community Survey 5Yr Summary File 2008-2012,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,16863,157894
163,Washington County,50,2012,ACS 2008-2012,American Community Survey 5Yr Summary File 2008-2012,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,42260,157894
163,Washington County,50,2012,ACS 2008-2012,American Community Survey 5Yr Summary File 2008-2012,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,21023,157894
163,Washington County,50,2013,ACS 2011-2013,American Community Survey 3Yr Summary File 2011-2013,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,6817,162424
163,Washington County,50,2013,ACS 2011-2013,American Community Survey 3Yr Summary File 2011-2013,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,36195,162424
163,Washington County,50,2013,ACS 2011-2013,American Community Survey 3Yr Summary File 2011-2013,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,34967,162424
163,Washington County,50,2013,ACS 2011-2013,American Community Survey 3Yr Summary File 2011-2013,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,18087,162424
163,Washington County,50,2013,ACS 2011-2013,American Community Survey 3Yr Summary File 2011-2013,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,43363,162424
163,Washington County,50,2013,ACS 2011-2013,American Community Survey 3Yr Summary File 2011-2013,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,22995,162424
163,Washington County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,6489,160211
163,Washington County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,36699,160211
163,Washington County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,34652,160211
163,Washington County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,17441,160211
163,Washington County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,43003,160211
163,Washington County,50,2013,ACS 2009-2013,American Community Survey 5Yr Summary File 2009-2013,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,21927,160211
163,Washington County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,6560,162638
163,Washington County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,36072,162638
163,Washington County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,34928,162638
163,Washington County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,17866,162638
163,Washington County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,44748,162638
163,Washington County,50,2014,ACS 2010-2014,American Community Survey 5Yr Summary File 2010-2014,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,22464,162638
163,Washington County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,LESSHS,Did not graduate high school,Population 25 years and over,6534,164696
163,Washington County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,HIGHSCHOOL,High school graduate,Population 25 years and over,36305,164696
163,Washington County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,SOMECOLLEGE,"Some college, no degree",Population 25 years and over,34788,164696
163,Washington County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,ASSOCIATE,Associate degree,Population 25 years and over,18522,164696
163,Washington County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,BACHELORS,Bachelor degree,Population 25 years and over,44999,164696
163,Washington County,50,2015,ACS 2011-2015,American Community Survey 5Yr Summary File 2011-2015,POPEDULEV,Highest Level of Education Attained,GRADPROF,Graduate/professional degree,Population 25 years and over,23548,164696
